Symbol,Name,Industry,IndustryCode
CVI,CVR Energy Inc,오일 및 가스,501020
NEE PR O,Nextera Energy Inc Unit,전기 유틸리티,591010
EBR.B,Centrais Eletricas Brasileiras SA ADR,전기 유틸리티,591010
PIPR,Piper Sandler Companies,투자은행 및 서비스,551020
ITCB,Itau Corpbanca ADR,은행,551010
WRE,Washington Real Estate Investment Trust,주택 및 상업용 리츠,601020
JPM PR D,JPMorgan Chase & Co ADR,은행,551010
GCP,GCP Applied Technologies Inc,건축 자재,512020
CVA,Covanta Holding Corp,전문 및 상업 서비스,522030
RLGY,Realogy Holdings Corp,부동산 운영 관리,601010
HBM,Hudbay Minerals Inc,메탈&마이닝,512010
EVA,Enviva Partners LP Unit,종이 및 임산물,513010
IPOF.U,Social Capital Hedosophia Holdings Corp VI,기타 금융업,556010
SKY,Skyline Champion Corp,주택건설,532030
WFC PR Q,Wells Fargo & Co ADR,은행,551010
DEA,Easterly Government Properties Inc,주택 및 상업용 리츠,601020
CPK,Chesapeake Utilities Corp,천연가스 유틸리티,591020
T PR C,AT&T Inc ADR,통신 서비스,574010
ALG,Alamo Group Inc,"건설장비 및 대형차, 기차, 배",521020
BGS,B&G Foods Inc,식품 및 담배,541020
WFC PR Z,Wells Fargo & Co ADR,은행,551010
BTT,Blackrock Municipal 2030 Target Term Trust,다양한 금융서비스,555010
ABR,Arbor Realty Trust Inc,주택 및 상업용 리츠,601020
EVT,Eaton Vance Tax-Advantaged Dividend Income Fund,다양한 금융서비스,555010
KAI,Kadant Inc,"건설장비 및 대형차, 기차, 배",521020
FBK,FB Financial Corp,은행,551010
NS,NuStar Energy LP Unit,오일 및 가스 장비 및 서비스,501030
DRH,Diamondrock Hospitality Co,주택 및 상업용 리츠,601020
HNP,Huaneng Power International Inc ADR,전기 유틸리티,591010
HMN,Horace Mann Educators Corp,보험,553010
AVYA,Avaya Holdings Corp,커뮤니케이션 및 네트워킹,571020
NTB,Bank of N.T. Butterfield & Son Ltd,은행,551010
KRO,Kronos Worldwide Inc,화학,511010
RVT,Royce Value Trust Inc,다양한 금융서비스,555010
TWO,Two Harbors Investment Corp,주택 및 상업용 리츠,601020
AAT,American Assets Trust Inc,주택 및 상업용 리츠,601020
UFS,Domtar Corp,종이 및 임산물,513010
JHI,John Hancock Investors Trust,다양한 금융서비스,555010
SBE,Switchback Energy Acquisition Corp Class A,기타 금융업,556010
SOLN,Southern Co Unit Series A,전기 유틸리티,591010
MFA,MFA Financial Inc,주택 및 상업용 리츠,601020
UE,Urban Edge Properties,주택 및 상업용 리츠,601020
PDI,PIMCO Dynamic Income Fund,다양한 금융서비스,555010
CRS,Carpenter Technology Corp,메탈&마이닝,512010
AMK,AssetMark Financial Holdings Inc,투자은행 및 서비스,551020
KN,Knowles Corp,"컴퓨터, 전화 및 가전제품",571060
PMT,PennyMac Mortgage Investment Trust,주택 및 상업용 리츠,601020
HTGC,Hercules Capital Inc,다양한 금융서비스,555010
C PR K,Citigroup Inc ADR,은행,551010
BSIG,Brightsphere Investment Group Inc,투자은행 및 서비스,551020
DSL,DoubleLine Income Solutions Fund,다양한 금융서비스,555010
ACB,Aurora Cannabis Inc,제약,562010
NPO,EnPro Industries Inc,"건설장비 및 대형차, 기차, 배",521020
VSTO,Vista Outdoor Inc,레저 상품,532050
USPH,U.S. Physical Therapy Inc,헬스케어 업체 및 서비스,561020
LGF.B,Lions Gate Entertainment Corp Class B,미디어 및 출판,533020
TUP,Tupperware Brands Corp,가정용품,532040
BAK,Braskem SA ADR,화학,511010
SRE PR A,Sempra Energy PRF,복합 유틸리티,591040
IPOE.U,Social Capital Hedosophia Holdings Corp. V,기타 금융업,556010
USNA,USANA Health Sciences Inc,"개인, 가정 용품 및 서비스",542010
MKC.V,McCormick & Company Inc,식품 및 담배,541020
CIG.C,Companhia Energetica de Minas Gerais CEMIG ADR,전기 유틸리티,591010
BKE,Buckle Inc,전문품 상점,534030
ELP,Companhia Paranaense de Energia ADR,전기 유틸리티,591010
CXP,Columbia Property Trust Inc,주택 및 상업용 리츠,601020
EB,Eventbrite Inc Class A,소프트웨어 및 IT서비스,572010
GAB,Gabelli Equity Trust Inc,다양한 금융서비스,555010
ARI,Apollo Commercial Real Estate Finance Inc,주택 및 상업용 리츠,601020
BV,Brightview Holdings Inc,전문 및 상업 서비스,522030
ZUO,Zuora Inc Class A,소프트웨어 및 IT서비스,572010
RQI,Cohen & Steers Quality Income Realty Fund Inc,다양한 금융서비스,555010
BSM,Black Stone Minerals LP Unit,오일 및 가스,501020
CPG,Crescent Point Energy Corp,오일 및 가스,501020
YPF,YPF SA ADR,오일 및 가스,501020
KAMN,Kaman Corp,"건설장비 및 대형차, 기차, 배",521020
STPK,Star Peak Energy Transition Corp Class A,기타 금융업,556010
BOOT,Boot Barn Holdings Inc,전문품 상점,534030
BDJ,Blackrock Enhanced Equity Dividend Trust,다양한 금융서비스,555010
MNR,Monmouth Real Estate Investment Corp,주택 및 상업용 리츠,601020
GNW,Genworth Financial Inc Class A,보험,553010
HEP,Holly Energy Partners LP Unit,오일 및 가스 장비 및 서비스,501030
IAG,Iamgold Corp,메탈&마이닝,512010
GES,Guess? Inc,전문품 상점,534030
ARGO,Argo Group International Holdings Ltd,보험,553010
HKIB,Amtd International Inc ADR,투자은행 및 서비스,551020
TY,Tri-Continental Corp,다양한 금융서비스,555010
ESRT,Empire State Realty Trust Inc Class A,주택 및 상업용 리츠,601020
SBE.U,Switchback Energy Acquisition Corp Unit,기타 금융업,556010
LTC,LTC Properties Inc,주택 및 상업용 리츠,601020
PNC PR P,PNC Financial Services Group Inc ADR,은행,551010
KEN,Kenon Holdings Ltd,전기 유틸리티,591010
GVA,Granite Construction Inc,건설 및 엔지니어링,522010
CEQP,Crestwood Equity Partners LP Unit,오일 및 가스 장비 및 서비스,501030
CLB,Core Laboratories NV,오일 및 가스 장비 및 서비스,501030
BALY,Bally's Corp,호텔 및 엔터테인먼트,533010
COF PR I,Capital One Financial Corp ADR,은행,551010
WDR,Waddell & Reed Financial Inc Class A,투자은행 및 서비스,551020
AROC,Archrock Inc,오일 및 가스 장비 및 서비스,501030
MEI,Methode Electronics Inc,전자 장비 및 부품,571040
DKL,Delek Logistics Partners LP Unit,오일 및 가스 장비 및 서비스,501030
SBH,Sally Beauty Holdings Inc,전문품 상점,534030
SCS,Steelcase Inc Class A,전문 및 상업 서비스,522030
PFS,Provident Financial Services Inc,은행,551010
WPF,Foley Trasimene Acquisition Corp Class A,기타 금융업,556010
LNN,Lindsay Corp,"건설장비 및 대형차, 기차, 배",521020
EVH,Evolent Health Inc Class A,헬스케어 장비 및 용품,561010
GTN,Gray Television Inc,미디어 및 출판,533020
USA,Liberty All-Star Equity Fund,다양한 금융서비스,555010
SA,Seabridge Gold Inc,메탈&마이닝,512010
HOME,At Home Group Inc,전문품 상점,534030
FSM,Fortuna Silver Mines Inc,메탈&마이닝,512010
GNL,Global Net Lease Inc,주택 및 상업용 리츠,601020
UIS,Unisys Corp,소프트웨어 및 IT서비스,572010
PAR,PAR Technology Corp,사무기기,571050
SOL,ReneSola Ltd ADR,건설 및 엔지니어링,522010
MMI,Marcus & Millichap Inc,부동산 운영 관리,601010
LBRT,Liberty Oilfield Services Inc Class A,오일 및 가스 장비 및 서비스,501030
HSC,Harsco Corp,전문 및 상업 서비스,522030
USAC,USA Compression Partners LP Unit,오일 및 가스 장비 및 서비스,501030
DDS,Dillard's Inc Class A,다양한 소매업,534020
CBZ,CBIZ Inc,전문 및 상업 서비스,522030
MS PR F,Morgan Stanley ADR,투자은행 및 서비스,551020
ANF,Abercrombie & Fitch Co Class A,전문품 상점,534030
DK,Delek US Holdings Inc,오일 및 가스,501020
BAC PR B,Bank of America Corp ADR,은행,551010
CCS,Century Communities Inc,주택건설,532030
HNI,HNI Corp,전문 및 상업 서비스,522030
JPM PR G,JPMorgan Chase & Co ADR,은행,551010
VCRA,Vocera Communications Inc,커뮤니케이션 및 네트워킹,571020
AMRX,Amneal Pharmaceuticals Inc Class A,제약,562010
STPK.U,Star Peak Energy Transition Corp,기타 금융업,556010
SYX,Systemax Inc,다양한 산업재 도매업,522020
DLX,Deluxe Corp,전문 및 상업 서비스,522030
BBN,Blackrock Taxable Municipal Bond Trust,다양한 금융서비스,555010
GMS,GMS Inc,주택건설,532030
DEN,Denbury Inc,오일 및 가스,501020
MTRN,Materion Corp,메탈&마이닝,512010
ERJ,Embraer SA ADR,우주항공 및 국방,521010
BAC PR M,Bank of America Corp ADR,은행,551010
KRG,Kite Realty Group Trust,주택 및 상업용 리츠,601020
TSLX,Sixth Street Specialty Lending Inc,다양한 금융서비스,555010
AIR,AAR Corp,우주항공 및 국방,521010
FFG,FBL Financial Group Inc Class A,보험,553010
KKR PR C,KKR & Co Inc PRF,투자은행 및 서비스,551020
BAC PR N,Bank of America Corp ADR,은행,551010
CNR,Cornerstone Building Brands Inc,주택건설,532030
FPF,First Trust Intermediate Duration Preferred & Income Fund,다양한 금융서비스,555010
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,다양한 금융서비스,555010
BTZ,Blackrock Credit Allocation Income Trust,다양한 금융서비스,555010
ALX,Alexander's Inc,주택 및 상업용 리츠,601020
BRMK,Broadmark Realty Capital Inc,은행,551010
ETV,Eaton Vance Tax-Managed Buy-Write Opportunities Fund,다양한 금융서비스,555010
VERT.U,Vertiv Holdings Co Unit,"건설장비 및 대형차, 기차, 배",521020
CODI,Compass Diversified Holdings,기타 금융업,556010
EPAC,Enerpac Tool Group Corp Class A,"건설장비 및 대형차, 기차, 배",521020
ACH,Aluminum Corp of China Ltd ADR,메탈&마이닝,512010
FTV PR A,Fortive Corp Convertible Preference Shares Series A,"건설장비 및 대형차, 기차, 배",521020
UTZ,UTZ Brands Inc Class A,식품 및 담배,541020
BPMP,BP Midstream Partners LP Unit,오일 및 가스 장비 및 서비스,501030
MODN,Model N Inc,소프트웨어 및 IT서비스,572010
HYT,Blackrock Corporate High Yield Fund Inc,다양한 금융서비스,555010
AKR,Acadia Realty Trust,주택 및 상업용 리츠,601020
TNC,Tennant Co,"건설장비 및 대형차, 기차, 배",521020
NWN,Northwest Natural Holding Co,천연가스 유틸리티,591020
SI,Silvergate Capital Corp Class A,은행,551010
JWS,Jaws Acquisition Corp Class A,기타 금융업,556010
DCUE,Dominion Energy Inc Unit Series A,전기 유틸리티,591010
WPF.U,Foley Trasimene Acquisition Corp Unit,기타 금융업,556010
SWM,Schweitzer-Mauduit International Inc,종이 및 임산물,513010
PLT,Plantronics Inc,커뮤니케이션 및 네트워킹,571020
FOE,Ferro Corp,화학,511010
GWB,Great Western Bancorp Inc,은행,551010
PBI,Pitney Bowes Inc,사무기기,571050
STC,Stewart Information Services Corp,보험,553010
GS PR D,Goldman Sachs Group Inc ADR,투자은행 및 서비스,551020
GHG,GreenTree Hospitality Group Ltd ADR,호텔 및 엔터테인먼트,533010
PGTI,PGT Innovations Inc,주택건설,532030
GFF,Griffon Corp,주택건설,532030
SAND,Sandstorm Gold Ltd,메탈&마이닝,512010
BXMX,Nuveen S&P 500 BuyWrite Income Fund,다양한 금융서비스,555010
NGA,Northern Genesis Acquisition Corp,기타 금융업,556010
AKO.B,Embotelladora Andina SA ADR,음료,541010
FRO,Frontline Ltd,오일 및 가스 장비 및 서비스,501030
HY,Hyster-Yale Materials Handling Inc Class A,"건설장비 및 대형차, 기차, 배",521020
WMK,Weis Markets Inc,식품 및 약품소매,543010
NFJ,Allianzgi Dividend Interest & Premium Strategy Fund,다양한 금융서비스,555010
UVV,Universal Corp,식품 및 담배,541020
MHO,M/I Homes Inc,주택건설,532030
IRT,Independence Realty Trust Inc,주택 및 상업용 리츠,601020
WSO.B,Watsco Inc Class B,"건설장비 및 대형차, 기차, 배",521020
RGR,Sturm Ruger & Company Inc,레저 상품,532050
VLRS,Controladora Vuela Compania de Aviacion SAB de CV ADR,운송업,524060
BST,BlackRock Science and Technology Trust,다양한 금융서비스,555010
GOL,Gol Linhas Aereas Inteligentes SA ADR,운송업,524060
COF PR J,Capital One Financial Corp ADR,은행,551010
PTA,Cohen & Steers Tax-Adv Pref Secs and Inc Fund,,
T PR A,AT&T Inc ADR,통신 서비스,574010
LINX,Linx SA ADR,소프트웨어 및 IT서비스,572010
UNFI,United Natural Foods Inc,식품 및 약품소매,543010
NFH,New Frontier Health Corp Class A,헬스케어 업체 및 서비스,561020
DGNR,Dragoneer Growth Opportunities Corp Class A,기타 금융업,556010
FCF,First Commonwealth Financial Corp,은행,551010
CRK,Comstock Resources Inc,오일 및 가스,501020
LADR,Ladder Capital Corp Class A,주택 및 상업용 리츠,601020
AZZ,AZZ Inc,"건설장비 및 대형차, 기차, 배",521020
ALEX,Alexander & Baldwin Inc (Hawaii),주택 및 상업용 리츠,601020
NGA.U,Northern Genesis Acquisition Corp,기타 금융업,556010
DRQ,Dril-Quip Inc,오일 및 가스 장비 및 서비스,501030
NEXA,Nexa Resources SA,메탈&마이닝,512010
ALL PR H,Allstate Corp ADR,보험,553010
MSC,Studio City International Holdings Ltd ADR,호텔 및 엔터테인먼트,533010
PACK,Ranpak Holdings Corp Class A,용기 및 포장,513020
OXM,Oxford Industries Inc,섬유 및 의류,532020
ELF,e.l.f. Beauty Inc,전문품 상점,534030
CANG,Cango Inc ADR,전문 및 상업 서비스,522030
KOS,Kosmos Energy Ltd,오일 및 가스,501020
GBX,Greenbrier Companies Inc,"건설장비 및 대형차, 기차, 배",521020
PRPB.U,CC Neuberger Principal Holdings II,기타 금융업,556010
WFC PR A,Wells Fargo & Co ADR,은행,551010
SKT,Tanger Factory Outlet Centers Inc,주택 및 상업용 리츠,601020
CLI,Mack-Cali Realty Corp,주택 및 상업용 리츠,601020
WFC PR X,Wells Fargo & Co ADR,은행,551010
HCC,Warrior Met Coal Inc,메탈&마이닝,512010
TR,Tootsie Roll Industries Inc,식품 및 담배,541020
JPM PR H,JPMorgan Chase & Co ADR,은행,551010
CTS,CTS Corp,전자 장비 및 부품,571040
DIN,Dine Brands Global Inc,호텔 및 엔터테인먼트,533010
USB PR A,U.S. Bancorp ADR,은행,551010
FDP,Fresh Del Monte Produce Inc,식품 및 담배,541020
TGP,Teekay LNG Partners LP Unit,오일 및 가스 장비 및 서비스,501030
JWS.U,Jaws Acquisition Corp Unit,기타 금융업,556010
EVRI,Everi Holdings Inc,호텔 및 엔터테인먼트,533010
NRK,Nuveen New York AMT-Free Quality Municipal Income Fund,다양한 금융서비스,555010
OII,Oceaneering International Inc,오일 및 가스 장비 및 서비스,501030
USB PR M,U.S. Bancorp ADR,은행,551010
FINV,FinVolution Group ADR,소프트웨어 및 IT서비스,572010
GEF.B,Greif Inc Class B,용기 및 포장,513020
NMZ,Nuveen Municipal High Income Opportunity Fund,다양한 금융서비스,555010
MS PR I,Morgan Stanley ADR,투자은행 및 서비스,551020
MS PR K,Morgan Stanley ADR,투자은행 및 서비스,551020
PRPB,CC Neuberger Principal Holdings II Class A,기타 금융업,556010
BSX PR A,Boston Scientific Corp PRF,헬스케어 장비 및 용품,561010
GEF,Greif Inc Class A,용기 및 포장,513020
GTY,Getty Realty Corp,주택 및 상업용 리츠,601020
CMRE,Costamare Inc,화물 및 물류 서비스,524050
BIF,Boulder Growth & Income Fund,다양한 금융서비스,555010
GSAH,GS Acquisition Holdings Corp II Class A,기타 금융업,556010
DUK PR A,Duke Energy Corp ADR,전기 유틸리티,591010
STAR,iStar Inc,주택 및 상업용 리츠,601020
CRHC,Cohn Robbins Holdings Corp Class A,기타 금융업,556010
IMAX,Imax Corp,미디어 및 출판,533020
CLS,Celestica Inc,반도체 및 반도체 장비,571010
NBHC,National Bank Holdings Corp Class A,은행,551010
LGF.A,Lions Gate Entertainment Corp Class A,미디어 및 출판,533020
BAC PR O,Bank of America Corp ADR,은행,551010
APSG,Apollo Strategic Growth Capital Class A,기타 금융업,556010
AKO.A,Embotelladora Andina SA ADR,음료,541010
BAC PR C,Bank of America Corp ADR,은행,551010
CHCT,Community Healthcare Trust Inc,주택 및 상업용 리츠,601020
ARCO,Arcos Dorados Holdings Inc Class A,호텔 및 엔터테인먼트,533010
GEO,Geo Group Inc,주택 및 상업용 리츠,601020
DTP,DTE Energy Co Unit,전기 유틸리티,591010
LGVW,Longview Acquisition Corp Class A,기타 금융업,556010
KRA,Kraton Corp,화학,511010
MS PR A,Morgan Stanley ADR,투자은행 및 서비스,551020
GS PR J,Goldman Sachs Group Inc ADR,투자은행 및 서비스,551020
C PR J,Citigroup Inc ADR,은행,551010
PRA,ProAssurance Corp,보험,553010
OEC,Orion Engineered Carbons SA,화학,511010
EOS,Eaton Vance Enhanced Equity Income Fund II,다양한 금융서비스,555010
FOR,Forestar Group Inc,건설 및 엔지니어링,522010
OFG,OFG Bancorp,은행,551010
RTP,Reinvent Technology Partners Class A,기타 금융업,556010
DGNR.U,Dragoneer Growth Opportunities Corp,기타 금융업,556010
SXI,Standex International Corp,"건설장비 및 대형차, 기차, 배",521020
C PR S,Citigroup Inc ADR,은행,551010
COF PR G,Capital One Financial Corp ADR,은행,551010
ETW,Eaton Vance Tax-Managed Global Buy-Write Opportunities Fund,다양한 금융서비스,555010
AJAX.U,Ajax I,기타 금융업,556010
RNP,Cohen & Steers Reit & Preferred & Income Fund Inc,다양한 금융서비스,555010
CLNC,Colony Credit Real Estate Inc Class A,주택 및 상업용 리츠,601020
PLOW,Douglas Dynamics Inc,"건설장비 및 대형차, 기차, 배",521020
MET PR F,MetLife Inc ADR,보험,553010
HQH,Tekla Healthcare Investors,다양한 금융서비스,555010
NXRT,NexPoint Residential Trust Inc,주택 및 상업용 리츠,601020
AXL,American Axle & Manufacturing Holdings Inc,자동차 및 자동차 부품,531010
TPGY,TPG Pace Beneficial Finance Corp. Class A,기타 금융업,556010
BHE,Benchmark Electronics Inc,반도체 및 반도체 장비,571010
GHLD,Guild Holdings Co Class A,은행,551010
RAD,Rite Aid Corp,식품 및 약품소매,543010
SM,SM Energy Co,오일 및 가스,501020
WFC PR W,Wells Fargo & Co ADR,은행,551010
KREF,KKR Real Estate Finance Trust Inc,주택 및 상업용 리츠,601020
SCU,Sculptor Capital Management Inc Class A,투자은행 및 서비스,551020
DNOW,NOW Inc,"건설장비 및 대형차, 기차, 배",521020
ACEL,Accel Entertainment Inc,호텔 및 엔터테인먼트,533010
WLL,Whiting Petroleum Corp,오일 및 가스,501020
MEG,Montrose Environmental Group Inc,전문 및 상업 서비스,522030
