Symbol,Name,Industry,IndustryCode
BABA,Alibaba Group Holding Ltd ADR,소프트웨어 및 IT서비스,572010
TSM,Taiwan Semiconductor Manufacturing Co Ltd ADR,반도체 및 반도체 장비,571010
V,Visa Inc Class A,소프트웨어 및 IT서비스,572010
JPM,JPMorgan Chase & Co,은행,551010
JNJ,Johnson & Johnson,제약,562010
WMT,Walmart Inc,식품 및 약품소매,543010
PG,Procter & Gamble Co,"개인, 가정 용품 및 서비스",542010
UNH,UnitedHealth Group Inc,헬스케어 업체 및 서비스,561020
MA,Mastercard Inc Class A,소프트웨어 및 IT서비스,572010
BRK.B,Berkshire Hathaway Inc Class B,복합 기업,544010
DIS,Walt Disney Co,미디어 및 출판,533020
BAC,Bank of America Corp,은행,551010
HD,Home Depot Inc,전문품 상점,534030
VZ,Verizon Communications Inc,통신 서비스,574010
BRK.A,Berkshire Hathaway Inc Class A,복합 기업,544010
NKE,Nike Inc Class B,섬유 및 의류,532020
NVS,Novartis AG ADR,제약,562010
XOM,Exxon Mobil Corp,오일 및 가스,501020
TM,Toyota Motor Corp ADR,자동차 및 자동차 부품,531010
KO,Coca-Cola Co,음료,541010
T,AT&T Inc,통신 서비스,574010
MRK,Merck & Co Inc,제약,562010
PFE,Pfizer Inc,제약,562010
CRM,Salesforce.Com Inc,소프트웨어 및 IT서비스,572010
ABBV,Abbvie Inc,제약,562010
TMO,Thermo Fisher Scientific Inc,헬스케어 장비 및 용품,561010
ABT,Abbott Laboratories,헬스케어 장비 및 용품,561010
CVX,Chevron Corp,오일 및 가스,501020
ORCL,Oracle Corp,소프트웨어 및 IT서비스,572010
LLY,Eli Lilly and Co,제약,562010
ACN,Accenture PLC Class A,소프트웨어 및 IT서비스,572010
DHR,Danaher Corp,헬스케어 장비 및 용품,561010
NEE,Nextera Energy Inc,전기 유틸리티,591010
MDT,Medtronic PLC,헬스케어 장비 및 용품,561010
UL,Unilever PLC ADR,"개인, 가정 용품 및 서비스",542010
MCD,Mcdonald's Corp,호텔 및 엔터테인먼트,533010
SAP,SAP SE ADR,소프트웨어 및 IT서비스,572010
BMY,Bristol-Myers Squibb Co,제약,562010
HON,Honeywell International Inc,복합 기업,544010
UNP,Union Pacific Corp,화물 및 물류 서비스,524050
SHOP,Shopify Inc Class A,소프트웨어 및 IT서비스,572010
C,Citigroup Inc,은행,551010
WFC,Wells Fargo & Co,은행,551010
UPS,United Parcel Service Inc Class B,화물 및 물류 서비스,524050
HDB,HDFC Bank Ltd ADR,은행,551010
MS,Morgan Stanley,투자은행 및 서비스,551020
LIN,Linde PLC,화학,511010
SNE,Sony Corp ADR,"컴퓨터, 전화 및 가전제품",571060
PM,Philip Morris International Inc,식품 및 담배,541020
NVO,Novo Nordisk A/S ADR,제약,562010
LOW,Lowe's Companies Inc,전문품 상점,534030
RY,Royal Bank of Canada,은행,551010
TOT,Total SE ADR,오일 및 가스,501020
BA,Boeing Co,우주항공 및 국방,521010
SE,Sea Ltd ADR,소프트웨어 및 IT서비스,572010
IBM,International Business Machines Corp,소프트웨어 및 IT서비스,572010
BUD,Anheuser Busch Inbev NV ADR,음료,541010
BLK,BlackRock Inc,투자은행 및 서비스,551020
HSBC,HSBC Holdings PLC ADR,은행,551010
CHL,China Mobile Ltd ADR,통신 서비스,574010
SCHW,Charles Schwab Corp,투자은행 및 서비스,551020
BHP,BHP Group Ltd ADR,메탈&마이닝,512010
TD,Toronto-Dominion Bank,은행,551010
RTX,Raytheon Technologies Corp,우주항공 및 국방,521010
CAT,Caterpillar Inc,"건설장비 및 대형차, 기차, 배",521020
GS,Goldman Sachs Group Inc,투자은행 및 서비스,551020
RIO,Rio Tinto PLC ADR,메탈&마이닝,512010
SQ,Square Inc Class A,전문 및 상업 서비스,522030
GE,General Electric Co,복합 기업,544010
UBER,Uber Technologies Inc,소프트웨어 및 IT서비스,572010
NOW,ServiceNow Inc,소프트웨어 및 IT서비스,572010
AXP,American Express Co,은행,551010
TGT,Target Corp,다양한 소매업,534020
CVS,CVS Health Corp,헬스케어 업체 및 서비스,561020
LMT,Lockheed Martin Corp,우주항공 및 국방,521010
VALE,Vale SA ADR,메탈&마이닝,512010
MMM,3M Co,복합 기업,544010
GSK,GlaxoSmithKline PLC ADR,제약,562010
NIO,NIO Inc ADR,자동차 및 자동차 부품,531010
AMT,American Tower Corp,주택 및 상업용 리츠,601020
DE,Deere & Co,"건설장비 및 대형차, 기차, 배",521020
DEO,Diageo PLC ADR,음료,541010
SYK,Stryker Corp,헬스케어 장비 및 용품,561010
EL,Estee Lauder Companies Inc Class A,"개인, 가정 용품 및 서비스",542010
UN,Unilever NV ADR,"개인, 가정 용품 및 서비스",542010
BTI,British American Tobacco PLC ADR,식품 및 담배,541020
BP,BP PLC ADR,오일 및 가스,501020
SNOW,Snowflake Inc. Class A,소프트웨어 및 IT서비스,572010
RDS.A,Royal Dutch Shell PLC ADR,오일 및 가스,501020
TJX,TJX Companies Inc,다양한 소매업,534020
ANTM,Anthem Inc,헬스케어 업체 및 서비스,561020
FIS,Fidelity National Information Services Inc,핀테크,573010
CNI,Canadian National Railway Co,화물 및 물류 서비스,524050
CI,Cigna Corp,헬스케어 업체 및 서비스,561020
INFY,Infosys Ltd ADR,소프트웨어 및 IT서비스,572010
ZTS,Zoetis Inc Class A,제약,562010
MO,Altria Group Inc,식품 및 담배,541020
BX,Blackstone Group Inc Class A,투자은행 및 서비스,551020
BDX,Becton Dickinson and Co,헬스케어 장비 및 용품,561010
USB,U.S. Bancorp,은행,551010
GM,General Motors Co,자동차 및 자동차 부품,531010
BEKE,Ke Holdings Inc ADR,부동산 운영 관리,601010
RDS.B,Royal Dutch Shell PLC ADR,오일 및 가스,501020
SPGI,S&P Global Inc,전문 및 상업 서비스,522030
SNAP,Snap Inc Class A,소프트웨어 및 IT서비스,572010
ENB,Enbridge Inc,오일 및 가스 장비 및 서비스,501030
TFC,Truist Financial Corp,은행,551010
PLD,Prologis Inc,주택 및 상업용 리츠,601020
CB,Chubb Ltd,보험,553010
CL,Colgate-Palmolive Co,"개인, 가정 용품 및 서비스",542010
PNC,PNC Financial Services Group Inc,은행,551010
FDX,FedEx Corp,화물 및 물류 서비스,524050
DUK,Duke Energy Corp,전기 유틸리티,591010
BNS,Bank of Nova Scotia,은행,551010
CCI,Crown Castle International Corp,주택 및 상업용 리츠,601020
DASH,DoorDash Inc Class A,소프트웨어 및 IT서비스,572010
EQNR,Equinor ASA ADR,오일 및 가스,501020
SHW,Sherwin-Williams Co,화학,511010
ITW,Illinois Tool Works Inc,복합 기업,544010
ICE,Intercontinental Exchange Inc,투자은행 및 서비스,551020
ABB,Abb Ltd ADR,"건설장비 및 대형차, 기차, 배",521020
NSC,Norfolk Southern Corp,화물 및 물류 서비스,524050
SPOT,Spotify Technology SA,소프트웨어 및 IT서비스,572010
BBL,BHP Group PLC ADR,메탈&마이닝,512010
APD,Air Products and Chemicals Inc,화학,511010
MUFG,Mitsubishi UFJ Financial Group Inc ADR,은행,551010
SO,Southern Co,전기 유틸리티,591010
TWLO,Twilio Inc Class A,소프트웨어 및 IT서비스,572010
ECL,Ecolab Inc,화학,511010
DD,Dupont De Nemours Inc,화학,511010
SAN,Banco Santander SA ADR,은행,551010
WBK,Westpac Banking Corp ADR,은행,551010
UBS,UBS Group AG,투자은행 및 서비스,551020
BAM,Brookfield Asset Management Inc Class A,투자은행 및 서비스,551020
GPN,Global Payments Inc,전문 및 상업 서비스,522030
D,Dominion Energy Inc,전기 유틸리티,591010
HCA,HCA Healthcare Inc,헬스케어 업체 및 서비스,561020
VMW,VMware Inc Class A,소프트웨어 및 IT서비스,572010
MMC,Marsh & McLennan Companies Inc,보험,553010
TAK,Takeda Pharmaceutical Co Ltd ADR,제약,562010
DELL,Dell Technologies Inc Class C,"컴퓨터, 전화 및 가전제품",571060
SCCO,Southern Copper Corp,메탈&마이닝,512010
PGR,Progressive Corp,보험,553010
EW,Edwards Lifesciences Corp,헬스케어 장비 및 용품,561010
HUM,Humana Inc,헬스케어 업체 및 서비스,561020
COF,Capital One Financial Corp,은행,551010
IBN,ICICI Bank Ltd ADR,은행,551010
DG,Dollar General Corp,다양한 소매업,534020
BSX,Boston Scientific Corp,헬스케어 장비 및 용품,561010
COP,ConocoPhillips,오일 및 가스,501020
MCO,Moody's Corp,전문 및 상업 서비스,522030
PUK,Prudential PLC ADR,보험,553010
CVNA,Carvana Co Class A,전문품 상점,534030
NEM,Newmont Corporation,메탈&마이닝,512010
BMO,Bank of Montreal,은행,551010
NOC,Northrop Grumman Corp,우주항공 및 국방,521010
EPD,Enterprise Products Partners LP Unit,오일 및 가스 장비 및 서비스,501030
ABEV,Ambev SA ADR,음료,541010
EMR,Emerson Electric Co,"건설장비 및 대형차, 기차, 배",521020
ETN,Eaton Corporation PLC,"건설장비 및 대형차, 기차, 배",521020
PHG,Koninklijke Philips NV ADR,헬스케어 장비 및 용품,561010
HMC,Honda Motor Co Ltd ADR,자동차 및 자동차 부품,531010
WM,Waste Management Inc,전문 및 상업 서비스,522030
RELX,Relx PLC ADR,전문 및 상업 서비스,522030
CP,Canadian Pacific Railway Ltd,화물 및 물류 서비스,524050
CHWY,Chewy Inc Class A,전문품 상점,534030
SMFG,Sumitomo Mitsui Financial Group Inc ADR,은행,551010
AON,Aon PLC Class A,보험,553010
FCX,Freeport-McMoRan Inc,메탈&마이닝,512010
MET,MetLife Inc,보험,553010
CEO,CNOOC Ltd ADR,오일 및 가스,501020
KMB,Kimberly-Clark Corp,"개인, 가정 용품 및 서비스",542010
DOW,Dow Inc,화학,511010
GD,General Dynamics Corp,우주항공 및 국방,521010
PINS,Pinterest Inc Class A,소프트웨어 및 IT서비스,572010
PLTR,Palantir Technologies Inc Class A,소프트웨어 및 IT서비스,572010
TEL,TE Connectivity Ltd,"건설장비 및 대형차, 기차, 배",521020
PBR,Petroleo Brasileiro SA Petrobras ADR,오일 및 가스,501020
ROP,Roper Technologies Inc,소프트웨어 및 IT서비스,572010
LVS,Las Vegas Sands Corp,호텔 및 엔터테인먼트,533010
NGG,National Grid PLC ADR,복합 유틸리티,591040
GOLD,Barrick Gold Corp,메탈&마이닝,512010
RACE,Ferrari NV,자동차 및 자동차 부품,531010
TRP,TC Energy Corp,오일 및 가스 장비 및 서비스,501030
VEEV,Veeva Systems Inc Class A,헬스케어 장비 및 용품,561010
BK,Bank of New York Mellon Corp,투자은행 및 서비스,551020
BAX,Baxter International Inc,헬스케어 장비 및 용품,561010
U,Unity Software Inc,소프트웨어 및 IT서비스,572010
LHX,L3harris Technologies Inc,우주항공 및 국방,521010
CM,Canadian Imperial Bank of Commerce,은행,551010
APH,Amphenol Corp Class A,전자 장비 및 부품,571040
RKT,Rocket Companies Inc Class A,은행,551010
F,Ford Motor Co,자동차 및 자동차 부품,531010
XPEV,Xpeng Inc ADR,자동차 및 자동차 부품,531010
E,Eni SpA ADR,오일 및 가스,501020
CMG,Chipotle Mexican Grill Inc,호텔 및 엔터테인먼트,533010
BCE,BCE Inc,통신 서비스,574010
TAL,TAL Education Group ADR,교육서비스,631010
TRI,Thomson Reuters Corp,전문 및 상업 서비스,522030
APTV,Aptiv PLC,자동차 및 자동차 부품,531010
PSA,Public Storage,주택 및 상업용 리츠,601020
A,Agilent Technologies Inc,헬스케어 장비 및 용품,561010
SYY,Sysco Corp,식품 및 약품소매,543010
STZ,Constellation Brands Inc Class A,음료,541010
JCI,Johnson Controls International PLC,"건설장비 및 대형차, 기차, 배",521020
MFC,Manulife Financial Corp,보험,553010
CNC,Centene Corp,헬스케어 업체 및 서비스,561020
PH,Parker-Hannifin Corp,"건설장비 및 대형차, 기차, 배",521020
DLR,Digital Realty Trust Inc,주택 및 상업용 리츠,601020
ING,ING Groep NV ADR,은행,551010
WIT,Wipro Ltd ADR,소프트웨어 및 IT서비스,572010
TWTR,Twitter Inc,소프트웨어 및 IT서비스,572010
TME,Tencent Music Entertainment Group ADR,소프트웨어 및 IT서비스,572010
BCS,Barclays PLC ADR,은행,551010
EOG,EOG Resources Inc,오일 및 가스,501020
STM,STMicroelectronics NV ADR,반도체 및 반도체 장비,571010
TT,Trane Technologies PLC,"건설장비 및 대형차, 기차, 배",521020
SLB,Schlumberger NV,오일 및 가스 장비 및 서비스,501030
IQV,IQVIA Holdings Inc,생명과학 및 메디컬 리서치,562020
TRV,Travelers Companies Inc,보험,553010
LU,Lufax Holding Ltd ADR,핀테크,573010
PPG,PPG Industries Inc,화학,511010
CMI,Cummins Inc,자동차 및 자동차 부품,531010
AIG,American International Group Inc,보험,553010
KMI,Kinder Morgan Inc,오일 및 가스 장비 및 서비스,501030
INFO,IHS Markit Ltd,전문 및 상업 서비스,522030
CARR,Carrier Global Corp,"건설장비 및 대형차, 기차, 배",521020
SRE,Sempra Energy,복합 유틸리티,591040
CRH,CRH PLC ADR,건축 자재,512020
KKR,KKR & Co Inc,투자은행 및 서비스,551020
LYG,Lloyds Banking Group PLC ADR,은행,551010
ALC,Alcon AG,헬스케어 장비 및 용품,561010
PANW,Palo Alto Networks Inc,소프트웨어 및 IT서비스,572010
GIS,General Mills Inc,식품 및 담배,541020
MSCI,MSCI Inc,전문 및 상업 서비스,522030
CS,Credit Suisse Group AG ADR,은행,551010
BBVA,Banco Bilbao Vizcaya Argentaria SA ADR,은행,551010
RNG,RingCentral Inc Class A,소프트웨어 및 IT서비스,572010
ZBH,Zimmer Biomet Holdings Inc,헬스케어 장비 및 용품,561010
BSBR,Banco Santander Brasil SA ADR,은행,551010
VFC,VF Corp,섬유 및 의류,532020
PRU,Prudential Financial Inc,보험,553010
ALL,Allstate Corp,보험,553010
HPQ,HP Inc,"컴퓨터, 전화 및 가전제품",571060
LYB,LyondellBasell Industries NV Class A,화학,511010
TDG,TransDigm Group Inc,우주항공 및 국방,521010
AMX,America Movil SAB de CV ADR,통신 서비스,574010
CTVA,Corteva Inc,식품 및 담배,541020
AFL,Aflac Inc,보험,553010
W,Wayfair Inc Class A,다양한 소매업,534020
TDOC,Teladoc Health Inc,헬스케어 업체 및 서비스,561020
YUM,Yum! Brands Inc,호텔 및 엔터테인먼트,533010
PSX,Phillips 66,오일 및 가스,501020
ORAN,Orange SA ADR,통신 서비스,574010
PBR.A,Petroleo Brasileiro SA Petrobras ADR,오일 및 가스,501020
SPG,Simon Property Group Inc,주택 및 상업용 리츠,601020
CHT,Chunghwa Telecom Co Ltd ADR,통신 서비스,574010
HLT,Hilton Worldwide Holdings Inc,호텔 및 엔터테인먼트,533010
RMD,Resmed Inc,헬스케어 장비 및 용품,561010
CNQ,Canadian Natural Resources Ltd,오일 및 가스,501020
NTR,Nutrien Ltd,화학,511010
ES,Eversource Energy,전기 유틸리티,591010
HSY,Hershey Co,식품 및 담배,541020
ROK,Rockwell Automation Inc,"건설장비 및 대형차, 기차, 배",521020
ITUB,Itau Unibanco Holding SA ADR,은행,551010
DFS,Discover Financial Services,은행,551010
QSR,Restaurant Brands International Inc,호텔 및 엔터테인먼트,533010
EDU,New Oriental Education & Technology Group Inc ADR,교육서비스,631010
RSG,Republic Services Inc,전문 및 상업 서비스,522030
EC,Ecopetrol SA ADR,오일 및 가스,501020
MPC,Marathon Petroleum Corp,오일 및 가스,501020
SU,Suncor Energy Inc,오일 및 가스,501020
BBY,Best Buy Co Inc,전문품 상점,534030
BLL,Ball Corp,용기 및 포장,513020
ADM,Archer-Daniels-Midland Co,식품 및 담배,541020
MSI,Motorola Solutions Inc,커뮤니케이션 및 네트워킹,571020
MCK,Mckesson Corp,식품 및 약품소매,543010
PEG,Public Service Enterprise Group Inc,전기 유틸리티,591010
GLW,Corning Inc,전자 장비 및 부품,571040
LUV,Southwest Airlines Co,운송업,524060
PXD,Pioneer Natural Resources Co,오일 및 가스,501020
MTD,Mettler-Toledo International Inc,"건설장비 및 대형차, 기차, 배",521020
AWK,American Water Works Company Inc,수도 유틸리티,591030
AZO,Autozone Inc,전문품 상점,534030
OTIS,Otis Worldwide Corp,"건설장비 및 대형차, 기차, 배",521020
STT,State Street Corp,투자은행 및 서비스,551020
AME,AMETEK Inc,"건설장비 및 대형차, 기차, 배",521020
SWK,Stanley Black & Decker Inc,"건설장비 및 대형차, 기차, 배",521020
SLF,Sun Life Financial Inc,보험,553010
WMB,Williams Companies Inc,오일 및 가스 장비 및 서비스,501030
FRC,First Republic Bank,은행,551010
WEC,WEC Energy Group Inc,전기 유틸리티,591010
KEYS,Keysight Technologies Inc,"건설장비 및 대형차, 기차, 배",521020
MT,ArcelorMittal SA ADR,메탈&마이닝,512010
WCN,Waste Connections Inc,전문 및 상업 서비스,522030
NWG,Natwest Group PLC ADR,은행,551010
WELL,Welltower Inc,주택 및 상업용 리츠,601020
TU,Telus Corp,통신 서비스,574010
DAL,Delta Air Lines Inc,운송업,524060
TEF,Telefonica SA ADR,통신 서비스,574010
MPLX,MPLX LP Unit,오일 및 가스 장비 및 서비스,501030
KR,Kroger Co,식품 및 약품소매,543010
DHI,D.R. Horton Inc,주택건설,532030
DB,Deutsche Bank AG,은행,551010
TLK,Telkom Indonesia (Persero) Tbk PT ADR,통신 서비스,574010
FCAU,Fiat Chrysler Automobiles NV,자동차 및 자동차 부품,531010
NET,Cloudflare Inc Class A,소프트웨어 및 IT서비스,572010
ZTO,ZTO Express (Cayman) Inc ADR,화물 및 물류 서비스,524050
CLX,Clorox Co,"개인, 가정 용품 및 서비스",542010
VLO,Valero Energy Corp,오일 및 가스,501020
BKR,Baker Hughes Co,오일 및 가스 장비 및 서비스,501030
FMS,Fresenius Medical Care AG & Co KGaA ADR,헬스케어 업체 및 서비스,561020
AMP,Ameriprise Financial Inc,투자은행 및 서비스,551020
WY,Weyerhaeuser Co,주택 및 상업용 리츠,601020
PAYC,Paycom Software Inc,소프트웨어 및 IT서비스,572010
WORK,Slack Technologies Inc Class A,소프트웨어 및 IT서비스,572010
YUMC,Yum China Holdings Inc,호텔 및 엔터테인먼트,533010
FTV,Fortive Corp,"건설장비 및 대형차, 기차, 배",521020
HRL,Hormel Foods Corp,식품 및 담배,541020
ANET,Arista Networks Inc,커뮤니케이션 및 네트워킹,571020
TSN,Tyson Foods Inc Class A,식품 및 담배,541020
FNV,Franco-Nevada Corp,메탈&마이닝,512010
UMC,United Microelectronics Corp ADR,반도체 및 반도체 장비,571010
DTE,DTE Energy Co,전기 유틸리티,591010
PCG,PG&E Corp,전기 유틸리티,591010
ED,Consolidated Edison Inc,전기 유틸리티,591010
BBD,Banco Bradesco SA ADR,은행,551010
ARE,Alexandria Real Estate Equities Inc,주택 및 상업용 리츠,601020
EIX,Edison International,전기 유틸리티,591010
NOK,Nokia Oyj ADR,커뮤니케이션 및 네트워킹,571020
MKC,McCormick & Company Inc,식품 및 담배,541020
BF.B,Brown-Forman Corp Class B,음료,541010
SYF,Synchrony Financial,은행,551010
OXY,Occidental Petroleum Corp,오일 및 가스,501020
EQR,Equity Residential,주택 및 상업용 리츠,601020
AVB,Avalonbay Communities Inc,주택 및 상업용 리츠,601020
FLT,Fleetcor Technologies Inc,전문 및 상업 서비스,522030
AJG,Arthur J Gallagher & Co,보험,553010
MGA,Magna International Inc,자동차 및 자동차 부품,531010
CAJ,Canon Inc ADR,사무기기,571050
CCEP,Coca-Cola European Partners PLC,음료,541010
WST,West Pharmaceutical Services Inc,헬스케어 장비 및 용품,561010
BIP,Brookfield Infrastructure Partners LP Unit,복합 기업,544010
PPL,PPL Corp,복합 유틸리티,591040
ABC,Amerisourcebergen Corp,헬스케어 장비 및 용품,561010
EFX,Equifax Inc,전문 및 상업 서비스,522030
O,Realty Income Corp,주택 및 상업용 리츠,601020
IX,Orix Corp ADR,은행,551010
LH,Laboratory Corporation of America Holdings,헬스케어 업체 및 서비스,561020
CHA,China Telecom Corp Ltd ADR,통신 서비스,574010
VMC,Vulcan Materials Co,건축 자재,512020
APO,Apollo Global Management Inc Class A,투자은행 및 서비스,551020
CHD,Church & Dwight Co Inc,"개인, 가정 용품 및 서비스",542010
BEPC,Brookfield Renewable Corp Class A,전기 유틸리티,591010
CBRE,CBRE Group Inc Class A,부동산 운영 관리,601010
BBDO,Banco Bradesco SA ADR,은행,551010
LEN,Lennar Corp Class A,주택건설,532030
GWW,W W Grainger Inc,"건설장비 및 대형차, 기차, 배",521020
QS,Quantumscape Corp Class A,자동차 및 자동차 부품,531010
PKX,Posco ADR,메탈&마이닝,512010
K,Kellogg Co,식품 및 담배,541020
FTCH,Farfetch Ltd Class A,소프트웨어 및 IT서비스,572010
KSU,Kansas City Southern,화물 및 물류 서비스,524050
OKE,ONEOK Inc,오일 및 가스 장비 및 서비스,501030
IP,International Paper Co,용기 및 포장,513020
HES,Hess Corp,오일 및 가스,501020
ALB,Albemarle Corp,화학,511010
IR,Ingersoll Rand Inc,"건설장비 및 대형차, 기차, 배",521020
SNN,Smith & Nephew PLC ADR,헬스케어 장비 및 용품,561010
ATUS,Altice USA Inc Class A,통신 서비스,574010
HAL,Halliburton Co,오일 및 가스 장비 및 서비스,501030
ET,Energy Transfer LP Unit,오일 및 가스 장비 및 서비스,501030
CCL,Carnival Corp,호텔 및 엔터테인먼트,533010
MTB,M&T Bank Corp,은행,551010
EPAM,Epam Systems Inc,소프트웨어 및 IT서비스,572010
FTS,Fortis Inc,전기 유틸리티,591010
XYL,Xylem Inc,"건설장비 및 대형차, 기차, 배",521020
CTLT,Catalent Inc,제약,562010
VIPS,Vipshop Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
MLM,Martin Marietta Materials Inc,건축 자재,512020
ETR,Entergy Corp,전기 유틸리티,591010
RCI,Rogers Communications Inc Class B,통신 서비스,574010
URI,United Rentals Inc,전문 및 상업 서비스,522030
HIG,Hartford Financial Services Group Inc,보험,553010
CNHI,CNH Industrial NV,"건설장비 및 대형차, 기차, 배",521020
KEY,KeyCorp,은행,551010
WPM,Wheaton Precious Metals Corp,메탈&마이닝,512010
CHU,China Unicom Hong Kong Ltd ADR,통신 서비스,574010
COO,Cooper Companies Inc,헬스케어 장비 및 용품,561010
ROL,Rollins Inc,전문 및 상업 서비스,522030
DOV,Dover Corp,"건설장비 및 대형차, 기차, 배",521020
AEE,Ameren Corp,복합 유틸리티,591040
AES,AES Corp,전기 유틸리티,591010
VTR,Ventas Inc,주택 및 상업용 리츠,601020
TFX,Teleflex Inc,헬스케어 장비 및 용품,561010
RF,Regions Financial Corp,은행,551010
AMCR,Amcor PLC,용기 및 포장,513020
CCC,CLARIVATE PLC,전문 및 상업 서비스,522030
GIB,CGI Inc Class A,소프트웨어 및 IT서비스,572010
HUBS,HubSpot Inc,소프트웨어 및 IT서비스,572010
BR,Broadridge Financial Solutions Inc,핀테크,573010
NMR,Nomura Holdings Inc ADR,투자은행 및 서비스,551020
CFG,Citizens Financial Group Inc,은행,551010
TRU,TransUnion,전문 및 상업 서비스,522030
PAGS,PagSeguro Digital Ltd Class A,전문 및 상업 서비스,522030
KMX,Carmax Inc,전문품 상점,534030
NUE,Nucor Corp,메탈&마이닝,512010
ZEN,Zendesk Inc,소프트웨어 및 IT서비스,572010
LFC,China Life Insurance Co Ltd ADR,보험,553010
RCL,Royal Caribbean Cruises Ltd,호텔 및 엔터테인먼트,533010
AEM,Agnico Eagle Mines Ltd,메탈&마이닝,512010
FE,FirstEnergy Corp,전기 유틸리티,591010
TYL,Tyler Technologies Inc,소프트웨어 및 IT서비스,572010
DGX,Quest Diagnostics Inc,헬스케어 업체 및 서비스,561020
BURL,Burlington Stores Inc,다양한 소매업,534020
SKM,SK Telecom Co Ltd ADR,통신 서비스,574010
KB,KB Financial Group Inc ADR,은행,551010
CAG,Conagra Brands Inc,식품 및 담배,541020
FMX,Fomento Economico Mexicano SAB de CV ADR,음료,541010
AVTR,Avantor Inc,헬스케어 장비 및 용품,561010
PKI,PerkinElmer Inc,헬스케어 장비 및 용품,561010
CMS,CMS Energy Corp,복합 유틸리티,591040
WAT,Waters Corp,헬스케어 장비 및 용품,561010
CAH,Cardinal Health Inc,식품 및 약품소매,543010
SHG,Shinhan Financial Group Co Ltd ADR,은행,551010
INVH,Invitation Homes Inc,주택 및 상업용 리츠,601020
STE,Steris plc,헬스케어 장비 및 용품,561010
HPE,Hewlett Packard Enterprise Co,"컴퓨터, 전화 및 가전제품",571060
CE,Celanese Corp,화학,511010
PEAK,Healthpeak Properties Inc,주택 및 상업용 리츠,601020
DRI,Darden Restaurants Inc,호텔 및 엔터테인먼트,533010
VAR,Varian Medical Systems Inc,헬스케어 장비 및 용품,561010
WAB,Westinghouse Air Brake Technologies Corp,"건설장비 및 대형차, 기차, 배",521020
LYV,Live Nation Entertainment Inc,호텔 및 엔터테인먼트,533010
ASX,ASE Technology Holding Co Ltd ADR,반도체 및 반도체 장비,571010
GNRC,Generac Holdings Inc,"건설장비 및 대형차, 기차, 배",521020
FMC,FMC Corp,화학,511010
SUZ,Suzano SA ADR,종이 및 임산물,513010
ESS,Essex Property Trust Inc,주택 및 상업용 리츠,601020
PBA,Pembina Pipeline Corp,오일 및 가스 장비 및 서비스,501030
ALLY,Ally Financial Inc,은행,551010
UI,Ubiquiti Inc,커뮤니케이션 및 네트워킹,571020
KEP,Korea Electric Power Corp ADR,전기 유틸리티,591010
GPC,Genuine Parts Co,자동차 및 자동차 부품,531010
LDOS,Leidos Holdings Inc,소프트웨어 및 IT서비스,572010
IEX,IDEX Corp,"건설장비 및 대형차, 기차, 배",521020
MGM,MGM Resorts International,호텔 및 엔터테인먼트,533010
BAP,Credicorp Ltd,은행,551010
ELAN,Elanco Animal Health Inc,제약,562010
CDAY,Ceridian HCM Holding Inc,소프트웨어 및 IT서비스,572010
MAS,Masco Corp,주택건설,532030
NVR,NVR Inc,주택건설,532030
MAA,Mid-America Apartment Communities Inc,주택 및 상업용 리츠,601020
DPZ,Domino's Pizza Inc,호텔 및 엔터테인먼트,533010
BXP,Boston Properties Inc,주택 및 상업용 리츠,601020
BIO,Bio Rad Laboratories Inc Class A,헬스케어 장비 및 용품,561010
VIV,Telefonica Brasil SA ADR,통신 서비스,574010
J,Jacobs Engineering Group Inc,건설 및 엔지니어링,522010
IT,Gartner Inc,소프트웨어 및 IT서비스,572010
EXR,Extra Space Storage Inc,주택 및 상업용 리츠,601020
EMN,Eastman Chemical Co,화학,511010
DRE,Duke Realty Corp,주택 및 상업용 리츠,601020
TDY,Teledyne Technologies Inc,전자 장비 및 부품,571040
YSG,Yatsen Holding Ltd ADR,"개인, 가정 용품 및 서비스",542010
RJF,Raymond James Financial Inc,투자은행 및 서비스,551020
MGP,MGM Growth Properties LLC Class A,주택 및 상업용 리츠,601020
FICO,Fair Isaac Corp,소프트웨어 및 IT서비스,572010
MKL,Markel Corp,보험,553010
AGR,Avangrid Inc,복합 유틸리티,591040
CPB,Campbell Soup Co,식품 및 담배,541020
GSX,GSX Techedu Inc ADR,교육서비스,631010
GDDY,GoDaddy Inc Class A,소프트웨어 및 IT서비스,572010
BEN,Franklin Resources Inc,투자은행 및 서비스,551020
CXO,Concho Resources Inc,오일 및 가스,501020
SUI,Sun Communities Inc,주택 및 상업용 리츠,601020
OMC,Omnicom Group Inc,미디어 및 출판,533020
VICI,VICI Properties Inc,주택 및 상업용 리츠,601020
WPP,WPP PLC ADR,미디어 및 출판,533020
PKG,Packaging Corp of America,용기 및 포장,513020
AVY,Avery Dennison Corp,용기 및 포장,513020
ESTC,Elastic NV,소프트웨어 및 IT서비스,572010
DVA,DaVita Inc,헬스케어 업체 및 서비스,561020
AVLR,Avalara Inc,소프트웨어 및 IT서비스,572010
NTCO,Natura & Co Holding SA ADR,"개인, 가정 용품 및 서비스",542010
BKI,Black Knight Inc,소프트웨어 및 IT서비스,572010
CRL,Charles River Laboratories International Inc,생명과학 및 메디컬 리서치,562020
